,objectid,wellwidth,welllength,pareawidth,lowwell,latitude,longitude,genus
2233,974,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,cercis
2234,975,3.0,4.0,0.0,High,37.80505999961946,-122.27301999967312,magnolia
2235,976,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,aesculus
2236,977,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,aesculus
2237,978,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2238,979,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,ginkgo
2239,980,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2240,981,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2241,982,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
2242,983,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
2243,984,4.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2244,985,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,ginkgo
2245,986,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,tilia
2246,987,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,podocarpus
2247,988,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2248,989,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,NaN
2249,990,1.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
2250,991,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acacia
2251,992,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acacia
2252,993,0.0,0.0,7.0,None,37.80505999961946,-122.27301999967312,aesculus
2253,994,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,cordyline
2254,995,2.0,3.0,0.0,High,37.80505999961946,-122.27301999967312,platanus
2255,996,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,lophostemon
2256,997,3.0,7.0,0.0,High,37.80505999961946,-122.27301999967312,NaN
2257,998,3.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2258,999,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,fraxinus
2259,1000,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,fraxinus
2260,1001,4.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
2261,1002,4.0,7.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2262,1003,3.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,ginkgo
2263,1004,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,ginkgo
2264,1005,3.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,ginkgo
2265,1006,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,quercus
2266,1007,2.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2267,1008,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,NaN
2268,1009,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,acacia
2269,1010,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,acacia
2270,1011,0.0,0.0,7.0,None,37.80505999961946,-122.27301999967312,arbutus
2271,1012,6.0,7.0,0.0,Low,37.80505999961946,-122.27301999967312,acer
2272,1013,3.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2273,1014,3.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,melaleuca
2274,1015,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
2275,1016,2.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2276,1017,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,quercus
2277,1018,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,populus
2278,1019,3.0,7.0,0.0,None,37.80505999961946,-122.27301999967312,magnolia
2279,1020,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,arbutus
2280,1021,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,acer
2281,1022,5.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2282,1023,3.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,gleditsia
2283,1024,3.0,8.0,0.0,None,37.80505999961946,-122.27301999967312,podocarpus
2284,1025,4.0,8.0,0.0,None,37.80505999961946,-122.27301999967312,podocarpus
2285,1026,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,jacaranda
2286,1027,3.0,8.0,0.0,None,37.80505999961946,-122.27301999967312,podocarpus
2287,1028,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,robinia
2288,1029,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,quercus
2289,1030,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2290,1031,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,quercus
2291,1032,3.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,jacaranda
2292,1033,3.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,jacaranda
2293,1034,4.0,7.0,0.0,Moderate,37.80505999961946,-122.27301999967312,platanus
2294,1035,3.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,dead
2295,1036,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2296,1037,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2297,1038,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,ginkgo
2298,1039,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,NaN
2299,1040,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
2300,1041,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,prunus
2301,1042,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2302,1043,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,eucalyptus
2303,1044,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2304,1045,2.0,9.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2305,1046,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,prunus
2306,1047,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,cupressus
2307,1048,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,acer
2308,1049,3.0,8.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2309,1050,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2310,1051,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,schinus
2311,1052,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2312,1053,4.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2313,1054,0.0,0.0,7.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2314,1055,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2315,1056,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2316,1057,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
2317,1058,3.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,geijera
2318,1059,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,platanus
2319,1060,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2320,1061,3.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2321,1062,2.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,magnolia
2322,1063,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2323,1064,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,eriobotrya
2324,1065,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,acacia
2325,1066,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,tristaniopsis
2326,1067,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,tristaniopsis
2327,1068,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,magnolia
2328,1069,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2329,1070,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2330,1071,5.0,7.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2331,1072,0.0,0.0,7.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2332,1073,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,acacia
2333,1074,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2334,1075,2.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,cercis
2335,1076,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,pistacia
2336,1077,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,acacia
2337,1078,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2338,1079,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,magnolia
2339,1080,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2340,1081,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2341,1082,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,magnolia
2342,1083,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,platanus
2343,1084,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,jacaranda
2344,1085,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2345,1086,4.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
2346,1087,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acer
2347,1088,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
2348,1089,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2349,1090,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,pyrus
2350,1091,3.0,4.0,0.0,Moderate,37.80505999961946,-122.27301999967312,magnolia
2351,1092,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,arbutus
2352,1093,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,washingtonia
2353,1094,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
2354,1095,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,cordyline
2355,1096,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,platanus
2356,1097,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2357,1098,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,dead
2358,1099,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2359,1100,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,podocarpus
2360,1101,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,dead
2361,1102,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,platanus
2362,1103,4.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,celtis
2363,1104,5.0,8.0,0.0,Moderate,37.80505999961946,-122.27301999967312,magnolia
2364,1105,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2365,1106,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,syzygium
2366,1107,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2367,1108,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2368,1109,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
2369,1110,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,platanus
2370,1111,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,schinus
2371,1112,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2372,1113,3.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2373,1114,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2374,1115,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
2375,1116,0.0,0.0,4.5,None,37.80505999961946,-122.27301999967312,liquidambar
2376,1117,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2377,1118,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,geijera
2378,1119,3.0,3.0,0.0,High,37.80505999961946,-122.27301999967312,liquidambar
2379,1120,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,sequoia
2380,1121,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
2381,1122,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,malus
2382,1123,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2383,1124,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,cercis
2384,1125,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,nerium
2385,1126,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
2386,1127,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2387,1128,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,platanus
2388,1129,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,myoporum
2389,1130,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2390,1131,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,syzygium
2391,1132,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2392,1133,4.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
2393,1134,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2394,1135,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2395,1136,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2396,1137,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,cinnamomum
2397,1138,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,quercus
2398,1139,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2399,1140,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,NaN
2400,1141,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
2401,1142,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
2402,1143,3.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,podocarpus
2403,1144,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2404,1145,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2405,1146,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,fraxinus
2406,1147,3.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2407,1148,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2408,1149,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2409,1150,3.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,celtis
2410,1151,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,platanus
2411,1152,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,pyrus
2412,1153,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,betula
2413,1154,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2414,1155,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2415,1156,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pinus
2416,1157,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
2417,1158,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,lagerstroemia
2418,1159,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2419,1160,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
2420,1161,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,schinus
2421,1162,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,schinus
2422,1163,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2423,1164,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,ginkgo
2424,1165,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2425,1166,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2426,1167,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
2427,1168,4.0,5.0,0.0,Moderate,37.80505999961946,-122.27301999967312,fraxinus
2428,1169,3.0,9.0,0.0,Low,37.80505999961946,-122.27301999967312,catalpa
2429,1170,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,myoporum
2430,1171,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,malus
2431,1172,4.0,8.0,0.0,Low,37.80505999961946,-122.27301999967312,acer
2432,1173,4.0,8.0,0.0,Low,37.80505999961946,-122.27301999967312,acer
2433,1174,2.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,magnolia
2434,1175,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,ginkgo
2435,1176,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,pyrus
2436,1177,3.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
2437,1178,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
2438,1179,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2439,1180,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2440,1181,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2441,1182,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,salix
2442,1183,3.0,7.0,0.0,Low,37.80505999961946,-122.27301999967312,tristaniopsis
2443,1184,3.0,4.0,0.0,Moderate,37.80505999961946,-122.27301999967312,lagerstroemia
2444,1185,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
2445,1186,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,platanus
2446,1187,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,acer
2447,1188,2.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,lagerstroemia
2448,1189,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2449,1190,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2450,1191,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
2451,1192,3.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,shrub
2452,1193,4.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2453,1194,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,callistemon
2454,1195,4.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,callistemon
2455,1196,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,magnolia
2456,1197,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2457,1198,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,fraxinus
2458,1199,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
2459,1200,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,shrub
2460,1201,5.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2461,1202,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2462,1203,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2463,1204,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2464,1205,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acer
2465,1206,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,jacaranda
2466,1207,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,prunus
2467,1208,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2468,1209,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
2469,1210,2.0,3.0,0.0,High,37.80505999961946,-122.27301999967312,platanus
2470,1211,1.0,1.0,0.0,Low,37.80505999961946,-122.27301999967312,podocarpus
2471,1212,4.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,ficus
2472,1213,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,pittosporum
2473,1214,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acer
2474,1215,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,celtis
2475,1216,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acacia
2476,1217,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2477,1218,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,crataegus
2478,1219,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2479,1220,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
2480,1221,3.0,3.0,0.0,High,37.80505999961946,-122.27301999967312,platanus
2481,1222,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2482,1223,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2483,1224,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,celtis
2484,1225,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,tristaniopsis
2485,1226,3.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,robinia
2486,1227,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,pyrus
2487,1228,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
2488,1229,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2489,1489,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
2490,1490,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
2491,1491,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,crataegus
2492,1492,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,NaN
2493,1493,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,celtis
2494,1494,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2495,1495,5.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2496,1496,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,prunus
2497,1497,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,shrub
2498,1498,3.0,9.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2499,1499,3.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,acacia
2500,1500,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2501,1501,4.0,7.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2502,1502,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
2503,1503,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
2504,1504,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,platanus
2505,1505,4.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,ulmus
2506,1506,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,eucalyptus
2507,1507,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,shrub
2508,1508,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,prunus
2509,1509,3.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,ulmus
2510,1510,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,celtis
2511,1511,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2512,1512,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,celtis
2513,1513,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,prunus
2514,1514,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,liquidambar
2515,1515,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2516,1516,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
2517,1517,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,tristaniopsis
2518,1518,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
2519,1519,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,koelreuteria
2520,1520,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,ulmus
2521,1521,4.0,8.0,0.0,Low,37.80505999961946,-122.27301999967312,liquidambar
2522,1522,2.5,2.5,0.0,Moderate,37.80505999961946,-122.27301999967312,shrub
2523,1523,2.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2524,1524,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,dodonaea
2525,1525,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,liquidambar
2526,1526,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2527,1527,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,NaN
2528,1528,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2529,1529,3.5,3.0,0.0,Low,37.80505999961946,-122.27301999967312,celtis
2530,1530,0.0,0.0,1.0,None,37.80505999961946,-122.27301999967312,ligustrum
2531,1531,3.0,2.5,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2532,1532,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,pittosporum
2533,1533,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2534,1534,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
2535,1535,2.0,2.0,0.0,Moderate,37.80505999961946,-122.27301999967312,liquidambar
2536,1536,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,celtis
2537,1537,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,liquidambar
2538,1538,2.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,pyrus
2539,1539,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2540,1540,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,liquidambar
2541,1541,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
2542,1542,2.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
2543,1543,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,prunus
2544,1544,2.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,prunus
2545,1545,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,acer
2546,1546,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
2547,1547,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,crataegus
2548,1548,6.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2549,1549,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,NaN
2550,1550,6.0,8.0,0.0,Low,37.80505999961946,-122.27301999967312,quercus
2551,1551,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,NaN
2552,1552,0.0,0.0,1.0,None,37.80505999961946,-122.27301999967312,liquidambar
2553,1553,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
2554,1554,4.0,2.0,0.0,Moderate,37.80505999961946,-122.27301999967312,pyrus
2555,1555,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,celtis
2556,1556,4.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
2557,1557,4.0,12.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
2558,1558,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,dead
2559,1559,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,platanus
2560,1560,1.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
2561,1561,2.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
2562,1562,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,robinia
